msg_id,date_url,text
mash/68919,https://t.me/mash/68919,"Похитителями полузащитника ""Зенита"" и питерского бизнесмена оказались студенты Морской академии — получили ""заказ"" от таинственного работодателя в ТГ под именем ""Сатанист"". Сначала ""спортики"" пытались вывезти первую жертву, схватив Андрея Мостового на Вязовой, а два дня спустя провернули этот же план с зятем депутата Госдумы Сергеем Селегенем и требовали за него выкуп 10 лямов рублей. 23 октября четверо злодеев в масках подъехали к Мостовому в Петроградском районе — пытались силой затащить его в свой ""Ленд-Крузер"", но не смогли. Спустя два дня похитили Селегеня у магазина на Крестовском острове и повезли в сторону ""Спортивной"" — надели на предпринимателя наручники и под угрозой расправы, приставив похожий на пистолет предмет, заставили перевести 210К рублей из предполагаемого куша в 10 млн. Остальную сумму должна была привезти супруга бизнесмена в качестве выкупа, но по пути японский внедорожник остановили полицейские и задержали похитителей. В машине оказалось трое парней из Питера (19–20 лет). Они студенты Морской технической академии. Молодые люди рассказали: каждый позиционировал себя как ""спортик"", у некоторых из них есть ""правые"" татуировки с коловратами. Через ТГ юноши связались с неким ""Сатанистом"", он предложил хорошо подзаработать. Нужно было только выполнить указания. При этом ""работодателя"" никто из них ни разу не видел. СК возбудил сразу три уголовных дела — по статьям о похищении человека, покушении на похищение и разбое. Следователи продолжают расследование — решается вопрос об избрании меры пресечения для фигурантов. 😎 Mash на Мойке — новости СПб"
mash/68922,https://t.me/mash/68922,"Американский рэпер T.I. впервые приедет в Россию — уже в феврале. В планах не только два концерта, но и мини-романтик: артист собирается свозить жену в Суздаль или Переславль-Залесский, а заодно попробовать наш винегрет — но строго без лука. По нашей информации, переговоры с T.I. (ака Клиффордом Джозефом Харрисом-младшим) шли около месяца. Организаторы не стали раскрывать подробности гонорара и райдера, но, как нам стало известно, артист проводит концерты по миру за сумму в ~500к баксов. В Москве даст шоу — 6-го февраля, а в городе на Неве — 8-го. Так называемый ""Король Юга"" настроен максимально воодушевленно: немного попутешествовать по частям Золотого кольца он планирует перед концертом, экскурсии уже заказаны. Окультуриться планирует, ходя по музеям, достопримечалкам и местным рестикам. Уж очень хочется вкусить нашу кухню. Райдер без понтов: чай, колонка, щёлочная вода, две горы сэндвичей, снеки, винегрет без лука, брокколи с чесноком и русский рис с зеленой фасолью. В США T.I. — легенда: фитовал с Эминемом, Рианной, Дрейком и Трэвисом Скоттом и другими. У него на счету много залетевших треков — Whatever U Like, Blurred Lines, Live Your Life. И даже роль в ""Человеке-муравье"". ❗️ Подписывайся на Mash"
mash/68923,https://t.me/mash/68923,"Диабетики и биохакеры, цикорий для вас вреден. Эксперты нашли в продукции 11 известных российских брендов скрытый сахар. По данным Mash, спецы из Роскачества выпили исследовали двадцать чашек напитка разных марок. В цикории от Spar, ""Здоровье"", ""Целебник"", ""Ашан"", ""ВкусВилл"", ""Лента"", BigBio, ""О'кей"", ""Здравник"", ""Большая чашка"" и ""Бабушкин хуторок"" в составе заявлен инулин, что якобы делает его полезным и безопасным для больных диабетом. Но это не совсем так — после обжарки он должен превратиться в фруктозу, но у этих брендов резко выросла доля глюкозы. Это значит, что в пачки могли насыпать крахмалосодержащих злаков. Для людей с нарушением углеводного обмена, при инсулинорезистентности и чувствительной поджелудочной железе такой ЗОЖ-напиток может быть вреден. Лидером по нарушениям, по данным Роскачества, стал цикорий Spar — фактическое содержание углеводов оказалось на 73% выше заявленного. Остальным фирмам рекомендовали пофиксить косяки в составе. ❗ Подписывайся на Mash"
mash/68924,https://t.me/mash/68924,"Укромошенники пересели на иностранные номера после облав на SIM-боксы в РФ — теперь звонят с иранских, грузинских и словацких. Если номера стартуют с +98/995/421 — не берите трубку и предупредите родителей, дедушек, бабушек и прочих родственников. Схемы разводилова прежние: хлопцы представляются сотрудниками разных организаций, требуют коды из смсок. По стате Роскомнадзора, после ограничений звонков в телеге и экстремистском вотсапе попыток дозвона стало на 40% меньше. Ежедневно антифрод-системы рубят больше 1,5 миллиона фейковых вызовов. Однако, как заявил глава информационной политики ГД Сергей Боярский, теперь у ведомства остаётся лишь два головняка: отключение ±3,5 миллиона номеров иностранцев, не зарегавших биометрию, и переход мошенников на стационарную связь — ей чаще всего пользуются пожилые. ❗️ Подписывайся на Mash"
mash/68925,https://t.me/mash/68925,"Дальнобойщик развёлся с женой из-за кота — пушистый напарник внезапно сбежал из фуры, а его кожаный потерял сон и покой на два года. Mash трогательновый — доставайте ваши платочки. Кирилл несколько лет брал в поездки Бусика — вместе колесить по Необъятной веселее. Хвостик успел побывать на Дальнем Востоке, в Сибири и на Урале, но два года назад сбежал во время остановки в Ростовской области. Водитель писал в чаты, предлагал денег за инфу, но увы. Вдобавок жена закатила истерику из-за постоянной разлуки и поставила перед выбором — домой или развод. Кирилл не смог бросить поиски кисика и развёлся. Чудо случилось вчера — на том самом АПП по пути в Крым, где пропал Буся. Кот сидел на улице и ел мороженое — оказалось, беглеца приютили пограничники, а он всё это время верно ждал хозяина на месте расставания. ❗️ Подписывайся на Mash"
mash/68926,https://t.me/mash/68926,"Админ официального аккаунта Паралимпийских игр попытался в мемесы и заработал себе путёвку в ад. По всей видимости, смысл был в том, что инвалиды умеют в самоиронию, но получилось так себе — в комментах все дружно проклинают кРеАт1ФщеГов. ❗️ Mash на спорте теперь в MAX"
mash/68930,https://t.me/mash/68930,"С началом рабочей недели! Пока вы включались в работу, подсобрали для вас дайджест главных новостей на вечерок. — Кинологи смогут использовать наркотики для тренировки служебных собак-ищеек — закон подписал президент. — Рэпер T.I. впервые приедет в Россию. У артиста в планах 2 концерта в феврале и поездка с женой в Суздаль/Переславль-Залесский. — С 1 февраля 2026-го в России изменятся правила семейной ипотеки. В Минфине заявили: семья сможет взять только один льготный кредит — супруги станут созаёмщиками. — Минтранс хочет восстановить прямые авиарейсы между Россией и Южной Кореей и другими странами. — Репетиторы по Dota 2 в России зарабатывают до 120к — ""Газета.ру"". Тренеры берут по 7–10 постоянных учеников и учат держать линию, лутать и поднимать рейтинг. — В Камеруне вспыхнули массовые протесты из-за самого старого президента в мире. 92-летний Поль Бийя, правящий страной больше 40 лет, победил на выборах с 53,66% голосов и обошёл Иссу Тчирому (35,19%). — В Госдуме не поддержали законопроект о повышении штрафов для чиновников за оскорбление россиян и игнор запросов. — Военным США запретили вход на базу в Корее из-за щетины — солдат, не соответствующих требованиям внешнего вида, не пустят на базу Кэмп-Хамфрис во время визита главы Пентагона Пита Хегсета. — Около 20,5к рублей зарабатывают московские курьеры за сутки — это рекорд для России. — Между Россией и Вьетнамом построят железную дорогу. Представители стран уже договорились о маршруте через Китай и Монголию. — Поросёнок Норберт стал самым быстрым скейтбордистом среди всех хрюкающих — 10 метров он проезжает за рекордные 11,32 секунды. Результат занесли в Книгу рекордов Гиннесса. За это его прозвали Tony Pork в честь спортсмена Тони Хоука. ❗ Подписывайся на Mash"
mash/68931,https://t.me/mash/68931,"Первый сезон подкаста ""Как это было"" насчитывает уже 10 выпусков! Это проект, в центре которого стоят настоящие голоса участников СВО, цикл искренних рассказов тех, кто готов поделиться своим личным опытом. Новая 11 серия выйдет уже завтра в вк Mash, а пока по новой традиции предлагаем послушать аудиоверсию выпуска, который стал самым популярным в нашей вк группе! Про легендарный штурм аэропорта Гостомеля, в котором десантники 31-й гвардейской бригады пять дней бились в окружении и не спали трое суток подряд, глазами одного из них — Кирилла Мелехова. Как он посетил пустой Чернобыль, видел, кто и как уничтожил ""Мрию"" и одним из первых зашёл в Бучу — всё прямо в любимой тележеньке."
mash/68936,https://t.me/mash/68936,"Российские туристы в Турции жалуются, что приложение с опозданием присылает уведомления о землетрясении. По данным Mash, сильнее всего трясло в районах Бейликдюзю, Бурсы, Балчовы и Измире. Толчки также ощущались в ЖК Livin İzmir, где проживает много русскоязычных. Многие в панике выбегали из домов в пижамах и спускались по аварийным лестницам. В Бурсе после основных толчков пошли афтершоки — люди побежали к машинам, на выездах из города образовались пробки. Сейчас жители боятся возвращаться в дома и остаются на улице. ❗️ Подписывайся на Mash"
mash/68938,https://t.me/mash/68938,"Около 100 тысяч человек на Сахалине остались без электричества из-за сбоя на ТЭЦ. Без света — Южно-Сахалинск, Корсаков, Долинск, Холмск, Углегорск, Александровск-Сахалинский, Макаров и Поронайск. По данным энергетиков, в системе сработали защиты, что привело к ""разделению Сахалинской энергосистемы"" на южную и северную части. Сейчас Сахалинская ГРЭС-2 в изолированном режиме питает север острова. Причины срабатывания автоматики выясняют. Специалисты ведут восстановительные работы. UPD. Причиной сбоя стал обрыв грозотросса, соединяющей подстанции ""Центральная"" и ""Южно-Сахалинская"" — он упал на провода, что вызвало ""разделение"" энергосистемы. ❗️ Подписывайся на Mash"
