msg_id,date_url,text
rbc_news/134446,https://t.me/rbc_news/134446,"«Лукойл» намерен продать свои зарубежные активы после введения санкций против компании, говорится на сайте организации. «Продажа активов осуществляется в соответствии с лицензией OFAC на сворачивание деятельности. При необходимости компания планирует подать заявку на продление лицензии для обеспечения бесперебойной работы своих зарубежных активов». 🐚 Читать РБК в Telegram"
rbc_news/134447,https://t.me/rbc_news/134447,"Вашингтон дал Берлину полгода для урегулирования вопроса о правах собственности на немецкие активы российской нефтяной компании ПАО «Роснефть», пишет Bloomberg со ссылкой на осведомленные источники. Правительство ФРГ в сентябре 2022 года передало компании Rosneft Deutschland и RN Refining & Marketing GmbH под управление Федерального сетевого агентства Германии. Таким образом, оно получило контроль над долями трех нефтеперерабатывающих заводов: PCK в Шведте, Miro в Карлсруэ и Bayernoil в Вогбурге. Срок внешнего управления неоднократно продлевался. 🐚 Читать РБК в Telegram"
rbc_news/134448,https://t.me/rbc_news/134448,"Три человека пострадали в результате удара дрона ВСУ по автомобилю в Брянской области, сообщил губернатор Александр Богомаз. «Три женщины с множественными осколочными ранениями доставлены в больницу, где им оказана вся необходимая медицинская помощь.Автомобиль получил механические повреждения». 🐚 Читать РБК в Telegram"
rbc_news/134449,https://t.me/rbc_news/134449,"31 октября в Центре событий РБК пройдет форум РБК Tech, посвященный цифровому и инновационному развитию России. На мероприятии обсудят риски и перспективы внедрения передовых технологий в российский бизнес. Эксперты рассмотрят, как B2B-решения становятся драйвером роста компаний, формируя будущее рынка и задавая новые стандарты эффективности. Среди ключевых тем форума — эволюция технологических вендоров, развитие промышленной безопасности, противодействие кибермошенничеству и роль государства в поддержке инноваций. Среди приглашенных экспертов — Валерий Ермаков (Ростелеком), Сергей Крылов (Сбербанк), Александр Костин (Х5 Tech), Андрей Евдокимов (Байкал Электроникс), Олег Конорев (Билайн). Подробнее о программе форума — на сайте. РБК Events, 18+"
rbc_news/134450,https://t.me/rbc_news/134450,"РБК и ЦУМ провели совместный fashion-показ: как это было Обычно Центр событий РБК принимает деловые конференции и паблик-токи, но 23 октября стулья в зале были расставлены иначе — вокруг подиума ежесезонного TSUM Fashion Show, которое впервые прошло в коллаборации с РБК. Это стало возможным только в контексте такого мероприятия, как #РБКVOYAHFashionReview. Какие образы, смыслы и гости были на показе (спойлер: Влад Лисовец, Вика Чума, Юлианна Караулова, Саша Сулим, Полина Киценко и не только), читайте в материале. 🐚 Читать РБК Стиль в Telegram"
rbc_news/134459,https://t.me/rbc_news/134459,"В Чечне появится Путинский районный суд. 28 октября пленум Верховного суда России проведет заседание, на котором обсудят проект федерального закона о создании суда Путинского района в Грозном. Проект ФЗ планируют внести в Госдуму. Ранее глава Чечни Рамзан Кадыров сообщал, что строительство нового района, названного в честь президента России Владимира Путина, планируется завершить к 2027 году. На площади около 200 гектаров разместят 130 многоквартирных домов, мечети, детские сады и другую инфраструктуру. Кадыров пояснял в сентябре, что район назван в честь Путина в знак благодарности за поддержку и восстановление республики. Центральный проспект Грозного с 2008 года также носит имя президента России. 🐚 Читать РБК в Telegram"
rbc_news/134461,https://t.me/rbc_news/134461,"29 октября правительство Литвы намерено вынести окончательное решение о закрытии границы с Белоруссией, хотя и с некоторыми исключениями. Границу смогут пересекать дипломаты и дипломатическая почта, в республику будет также разрешен въезд гражданам Литвы и жителям стран Евросоюза. Президент республики предложил блокировать российский транзит в Калининград. Подробнее — в материале РБК. Фото: Motalb / Shutterstock 🐚 Читать РБК в Telegram"
rbc_news/134462,https://t.me/rbc_news/134462,"В 2025 году российские регионы стали готовиться к новогодним праздникам особенно рано. В крупных городах уже активно украшают улицы, парки и фасады магазинов, а на прилавках покупателей привлекают мишура и Деды Морозы. Почему декораторы и ритейлеры так торопятся создать праздничную атмосферу — в эфире РБК ТВ. 🐚 Другие видео этого дня — в телеграм-канале РБК"
rbc_news/134463,https://t.me/rbc_news/134463,"За три часа уничтожены 23 беспилотника ВСУ над регионами России, сообщили в Минобороны. 🐚 Читать РБК в Telegram"
rbc_news/134464,https://t.me/rbc_news/134464,"Генпродюсер «Матч ТВ» Александр Тащин в интервью РБК назвал условия показа Олимпийских игр-2026 в Италии: решение будет приниматься исходя из окончательной стоимости трансляции и итогового списка российских спортсменов, которые примут в ней участие. Тем не менее, канал уже направил в Международный олимпийский комитет свое коммерческое предложение. ▪️ Аудитория внутрироссийских турниров, по словам Тащина, растет — интерес существует. «В этой части отстранение спортсменов от международных турниров пошло всем на пользу. Как это ни ужасно звучит, мы наконец-то все обратили внимание на свое». ▪️ «В последнее время у нас очень хорошо стал заходить бильярд, что неожиданно. Появляется спрос на более интеллектуальные виды спорта». ▪️ «Онлайн-кинотеатры, в отличие от нас, сами не производят спортивный контент. Они получают готовый сигнал. Более того, они и в маркетинг особо не вкладываются и покупают уже заранее раскрученные события, в основном европейские турниры». О потенциале показа Олимпиады в России, спросе на падел и других интересующих канал трансляциях читайте в интервью Александра Тащина РБК. 🐚 Читать РБК в Telegram"
rbc_news/134465,https://t.me/rbc_news/134465,"За высокими зарплатами придется немало пройти пешком. Согласно статистике, курьеры обогнали в зарплатной гонке менеджеров, инженеров, врачей и уже «дышат в спину» программистам. Средняя зарплата курьера за один день работы в Москве уже превысила 20 тысяч руб., следует из данных платформы «Консоль». Что это значит, как трансформируется рынок — поговорили с экспертами в эфире Телеканала РБК. 🐚 Другие видео этого дня — в телеграм-канале РБК"
rbc_news/134426,https://t.me/rbc_news/134426,"Открытие русско-финской границы возможно в ближайшем будущем, заявил премьер-министр Финляндии Петтери Орпо в интервью телеканалу Yle. Как рассказал премьер, десятилетиями Россия и Финляндия гарантировали друг другу, что лицам без соответствующих проездных документов не будет разрешен въезд на пограничный пункт. Орпо заявил, что для отмены запрета движения через границу Россия должна заявить о намерении вернуться к прошлой практике. По словам Орпо, со стороны Кремля таких предложений не поступало. «На последней встрече, которая прошла уже довольно давно, было заявлено, что они не намерены менять действующую процедуру», — сообщил премьер. Осенью 2023-го финское правительство начало постепенно закрывать границу из-за искателей убежища из стран Ближнего Востока и Африки. Как считают в Хельсинки, за наплыв мигрантов несет ответственность Москва. Российская сторона отвергла обвинения и заявила, что у нее «нет возможности препятствовать приезду граждан третьих стран к финской границе». 🐚 Следить за новостями РБК в Telegram"
rbc_news/134427,https://t.me/rbc_news/134427,"Суд в Петербурге вернул составителям протокол в отношении певицы Наоко (Дианы Логиновой) по административной статье о дискредитации армии или органов власти, сообщила объединенная пресс-служба судов. «Куйбышевский районный суд г. Санкт-Петербурга вернул составителям протокол по делу об административном правонарушении, предусмотренном ч.1 ст.20.3.3 КоАП РФ, в отношении Дианы Логиновой, для устранения препятствий его рассмотрения судом». «Фонтанка» пишет, что этот протокол составлен на певицу за исполнение песни «Светлая полоса» Noize MC (настоящее имя Иван Алексеев, признан Минюстом иноагентом) у метро «Площадь Восстания». По информации издания, в отношении Наоко было заведено еще одно дело по той же административной статье. Еще один протокол в отношении Наоко составили по ч. 1 ст. 20.2.2 КоАП (организация массового одновременного пребывания граждан в общественных местах, повлекшего нарушение общественного порядка). 16 октября девушку арестовали на 13 суток по обвинению в том, что вечером 11 октября она у метро «Площадь Восстания» «организовала массовое одновременное пребывание граждан» (не менее 70 человек), исполняя песню, но не согласовала «данное культурно-массовое мероприятие» с городской администрацией. 🐚 Читать РБК в Telegram"
rbc_news/134428,https://t.me/rbc_news/134428,"Комитет Госдумы по госстроительству и законодательству рекомендовал отклонить проект поправок в КоАП, повышающих штрафы для чиновников за оскорбление граждан и игнорирование запросов от населения, передает корреспондент РБК. Документ предлагал повысить вдвое штрафы для чиновников за нарушение порядка рассмотрения обращений граждан: сейчас это 5-10 тыс. руб (ст. 5.59 КоАП). Штрафы за оскорбления граждан должны вырасти в 1,5 раза: сейчас это 50-100 тыс. руб. в случае первого нарушения и 100-150 тыс. руб. в случае рецидива (ч. 4 и 5 ст. 5.61 КоАП). В пояснительной записке к законопроекту говорится, что эти штрафы не индексировались со времени их введения в 2013 и 2020 году соответственно, хотя размеры штрафов, назначаемых за иные правонарушения, в последние годы значительно повысились. 🐚 Следить за новостями РБК в Telegram"
rbc_news/134429,https://t.me/rbc_news/134429,"В совместном проекте Legenda и РБК исследуем трансформацию гостеприимства: от традиций прошлого до новых форм общения. Проследим, как менялось пространство дома, подстраиваясь под запросы времени. Покажем, как современные кухни-гостиные переосмыслили советские традиции и за что их любят. Определим, какой у вас стиль гостеприимства. Расскажем, как и где встречают гостей современные горожане."
rbc_news/134430,https://t.me/rbc_news/134430,"В Севастополе при проведении работ на плавучем кране на территории морского завода произошло опрокидывание судна, сообщил губернатор Михаил Развожаев. По предварительной информации, спасены 15 человек. Из них 7 госпитализированы, у них травмы легкой и средней тяжести. «На месте работают аварийные и спасательные службы, которые совместно с работниками завода и представителями контрагентских организаций устраняют последствия происшествия». 🐚 Читать РБК в Telegram"
rbc_news/134432,https://t.me/rbc_news/134432,"29 октября в Дубае пройдет камерное событие RBC Global Talks — формат, где ограниченное число участников получит доступ к живому разговору с признанными мировыми экспертами. Главным гостем станет Фрэнк Абигнейл — легенда мирового мошенничества, чья жизнь легла в основу большого голливудского фильма. Он расскажет о столкновении с киберугрозами и схемами, с которыми сталкиваются банки, корпорации и госструктуры. В программе: — лекция «ИИ, кибербезопасность и мошенничество: как ориентироваться в стремительно меняющемся мире изощренных схем» — Q&A сессия по острым вопросам и честным ответам — приватный ужин: правдива ли история Френка Абигнейла и какова настоящая жизнь. Для тех, кто хочет услышать то, что не скажут на сцене Подробнее о форуме — на сайте. РБК Events, 18+"
rbc_news/134433,https://t.me/rbc_news/134433,"Россия испытала межконтинентальную крылатую ракету «Буревестник» на архипелаге Новая Земля, сообщает Reuters со ссылкой на главу норвежской разведки вице-адмирал Нильса Андреаса Стенсёнеса. «Мы можем подтвердить, что Россия провела новые испытательные пуски крылатой ракеты большой дальности Skyfall («Буревестник» в кодификации НАТО) на Новой Земле». Накануне глава Генштаба Валерий Герасимов сообщил президенту Владимиру Путину о проведенном 21 октября испытании «Буревестника» без указания места запуска. В ходе испытания ракета пролетела 14 тыс. км, всего она находилась в воздухе около 15 часов, рассказал Герасимов, отметив, что это не предел. Путин предложил «определить возможные способы применения» и начать готовить инфраструктуру для размещения этого оружия в российских вооруженных силах. 🐚 Самые важные новости — в телеграм-канале РБК"
rbc_news/134434,https://t.me/rbc_news/134434,"Два человека погибли, еще более 20 пострадали в результате опрокидывания плавучего крана в Севастополе, сообщили в СК России. Было возбуждено уголовное дело по факту нарушения правил безопасности движения и эксплуатации морского транспорта, в результате чего произошло опрокидывание плавучего крана, повлекшее по неосторожности смерть двух лиц (ч. 3 ст. 263 УК РФ). Фото: пресс-служба СК России"
rbc_news/134435,https://t.me/rbc_news/134435,"Стартап-предпринимательница Юлия Коровкина училась на втором курсе, когда ей пришла мысль создать ИТ-стартап по подбору блюд в ресторанах по настроению. Пилотный запуск команда проекта сделала в студенческой столовой. Сейчас стартап набирает обороты и ведет переговоры по интеграции с крупнейшими игроками ресторанной индустрии и продуктового ретейла. Рассказываем, как построен бизнес на выборе блюд по настроению. Начать бизнес со Сбером — это ИЗЗЗИ. Зарегистрировать бизнес и открыть расчетный счет за 0Р можно буквально в пару кликов прямо в приложении Сбербанк Онлайн. Реклама, ПАО «Сбербанк», 18+"
rbc_news/134436,https://t.me/rbc_news/134436,"Американский журнал Time изменил обложку ноябрьского выпуска с фотографией президента США Дональда Трампа после того, как республиканец раскритиковал первоначальный вариант. Изначально на обложке был размещен снимок, где Трамп смотрит вверх. Его заменили на фотографию, сделанную в Овальном кабинете Белого дома, где президент сидит анфас, сложив руки под подбородком. Изменился и подзаголовок: вместо надписи «Его триумф» теперь написано «Мир Трампа». Первый вариант обложки Трамп оценил словами, что его фотография в журнале, возможно, является «худшей за все время». При этом республиканец назвал статью, которую авторы журнала написали о нем, относительно хорошей. Сама обложка посвящена заключенному под руководством Вашингтона перемирию Израиля с палестинской группировкой ХАМАС. 🐚 Картина дня — в телеграм-канале РБК"
